Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Cabin_Class,Number_of_Stops,Flight_Layover,Booking_Date,Days_Until_Departure,Is_Holiday_Season,Is_Peak_Season,ATF_Price_INR
Jet Airways,2019-04-01 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 02 Apr,11h 5m,1 stop,In-flight meal not included,8849,First Class,2,2 Stop(s),2019-02-07 00:00:00,53,0,1,62930.1634201915
Jet Airways,2019-06-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,9899,Economy,2,2 Stop(s),2019-04-28 00:00:00,45,0,0,65597.1017665811
Vistara,2019-06-15 00:00:00,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4878,First Class,1,1 Stop(s),2019-06-13 00:00:00,2,0,0,76073.2405222428
Multiple carriers,2019-05-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,7787,First Class,2,2 Stop(s),2019-04-10 00:00:00,29,0,0,63236.7428097991
SpiceJet,2019-05-03 00:00:00,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597,First Class,1,1 Stop(s),2019-04-19 00:00:00,14,0,0,66863.9449647487
GoAir,2019-04-01 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,5281,First Class,2,2 Stop(s),2019-03-20 00:00:00,12,0,1,70753.9718563282
Vistara,2019-05-15 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50 16 May,22h 30m,1 stop,No info,9345,First Class,2,2 Stop(s),2019-04-05 00:00:00,40,0,0,83129.0153986368
IndiGo,2019-06-24 00:00:00,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10h 35m,1 stop,No info,6442,First Class,2,2 Stop(s),2019-05-24 00:00:00,31,0,0,69026.3492945031
IndiGo,2019-06-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,6838,Business,2,2 Stop(s),2019-04-16 00:00:00,51,0,0,67478.7668744663
SpiceJet,2019-06-03 00:00:00,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597,First Class,1,1 Stop(s),2019-04-16 00:00:00,48,0,0,67478.7668744663
SpiceJet,2019-03-21 00:00:00,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,non-stop,No info,3173,Economy,1,1 Stop(s),2019-02-11 00:00:00,38,1,1,74855.3073033381
Multiple carriers,2019-06-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 04 Jun,7h 15m,1 stop,No info,13377,Business,2,2 Stop(s),2019-05-06 00:00:00,28,0,0,72813.2336587877
Jet Airways,2019-05-09 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 10 May,21h 35m,1 stop,In-flight meal not included,9314,Business,2,2 Stop(s),2019-03-29 00:00:00,41,0,0,79126.7241406564
Multiple carriers,2019-03-09 00:00:00,Delhi,Cochin,DEL → HYD → COK,13:15,22:20,9h 5m,1 stop,No info,9856,Business,2,2 Stop(s),2019-02-24 00:00:00,13,0,1,77936.9993643326
Air India,2019-05-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,8372,Business,2,2 Stop(s),2019-05-17 00:00:00,4,0,0,75563.718652301
Jet Airways,2019-04-01 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 02 Apr,23h 20m,1 stop,In-flight meal not included,7064,First Class,2,2 Stop(s),2019-02-17 00:00:00,43,0,1,75602.0406353343
IndiGo,2019-05-01 00:00:00,Kolkata,Banglore,CCU → BLR,22:15,00:50 02 May,2h 35m,non-stop,No info,4804,First Class,1,1 Stop(s),2019-03-15 00:00:00,47,1,1,84463.842853645
Jet Airways,2019-05-27 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,13029,Business,3,3 Stop(s),2019-03-29 00:00:00,59,0,0,79126.7241406564
IndiGo,2019-05-24 00:00:00,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,7640,First Class,2,2 Stop(s),2019-04-20 00:00:00,34,0,0,62309.3972948638
Jet Airways,2019-03-01 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,7h 15m,1 stop,No info,22270,Economy,2,2 Stop(s),2019-02-25 00:00:00,4,1,1,87656.2270506935
Air India,2019-04-01 00:00:00,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,4441,Business,1,1 Stop(s),2019-03-01 00:00:00,31,0,1,69759.9099228979
Jet Airways,2019-05-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 28 May,19h 25m,1 stop,In-flight meal not included,12898,First Class,2,2 Stop(s),2019-04-08 00:00:00,49,0,0,72826.2305507565
Jet Airways,2019-04-01 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 02 Apr,21h 25m,1 stop,In-flight meal not included,7064,First Class,2,2 Stop(s),2019-03-19 00:00:00,13,0,1,62221.3395520227
Jet Airways,2019-06-09 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-05-03 00:00:00,37,0,0,69540.1042491559
SpiceJet,2019-06-09 00:00:00,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4174,Business,1,1 Stop(s),2019-06-08 00:00:00,1,0,0,67129.126319772
Jet Airways,2019-06-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,16:30,20:45 13 Jun,28h 15m,1 stop,In-flight meal not included,8529,Economy,2,2 Stop(s),2019-06-04 00:00:00,8,0,0,89569.513623318
IndiGo,2019-05-21 00:00:00,Banglore,Delhi,BLR → DEL,22:10,01:00 22 May,2h 50m,non-stop,No info,3625,First Class,1,1 Stop(s),2019-05-01 00:00:00,20,0,0,84223.2046549219
IndiGo,2019-05-21 00:00:00,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3419,First Class,1,1 Stop(s),2019-05-20 00:00:00,1,0,0,89153.4624816288
IndiGo,2019-05-24 00:00:00,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3850,Economy,1,1 Stop(s),2019-05-03 00:00:00,21,0,0,69540.1042491559
Air India,2019-05-24 00:00:00,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,13:45 25 May,20h 55m,2 stops,No info,12802,Economy,3,3 Stop(s),2019-03-27 00:00:00,58,0,0,69755.4996608024
SpiceJet,2019-03-06 00:00:00,Delhi,Cochin,DEL → MAA → COK,15:55,21:55,6h,1 stop,No info,9748,First Class,2,2 Stop(s),2019-02-05 00:00:00,29,0,1,84251.9204434938
IndiGo,2019-06-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 04 Jun,8h 20m,1 stop,No info,6104,Economy,2,2 Stop(s),2019-05-12 00:00:00,22,0,0,66663.2343141219
IndiGo,2019-06-21 00:00:00,Banglore,Delhi,BLR → DEL,21:15,00:15 22 Jun,3h,non-stop,No info,3943,Economy,1,1 Stop(s),2019-06-17 00:00:00,4,1,1,65595.5553119956
IndiGo,2019-06-03 00:00:00,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,7514,Economy,2,2 Stop(s),2019-05-27 00:00:00,7,0,0,78286.9300193969
Jet Airways,2019-03-06 00:00:00,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,non-stop,No info,18308,First Class,1,1 Stop(s),2019-01-12 00:00:00,53,0,1,89097.2955648598
Air India,2019-03-06 00:00:00,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,21:10,16:55,4h 15m,2 stops,No info,17327,Business,3,3 Stop(s),2019-01-29 00:00:00,36,0,1,77772.4370658613
Air India,2019-03-27 00:00:00,Delhi,Cochin,DEL → HYD → BOM → COK,13:05,07:40 28 Mar,18h 35m,2 stops,No info,8892,First Class,3,3 Stop(s),2019-02-17 00:00:00,38,0,1,75602.0406353343
Multiple carriers,2019-05-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,No info,9794,First Class,2,2 Stop(s),2019-05-20 00:00:00,7,0,0,89153.4624816288
IndiGo,2019-04-01 00:00:00,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,4423,Business,1,1 Stop(s),2019-03-30 00:00:00,2,0,1,86616.3822772898
Jet Airways,2019-05-24 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45 25 May,24h 45m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-03-27 00:00:00,58,0,0,69755.4996608024
Jet Airways,2019-05-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 10 May,24h 45m,1 stop,No info,15554,Economy,2,2 Stop(s),2019-04-06 00:00:00,33,0,0,74813.8678909317
Vistara,2019-05-01 00:00:00,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982,First Class,1,1 Stop(s),2019-04-13 00:00:00,18,1,1,69430.6794322898
IndiGo,2019-06-03 00:00:00,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049,Economy,1,1 Stop(s),2019-04-15 00:00:00,49,0,0,87226.9942177828
IndiGo,2019-03-24 00:00:00,Kolkata,Banglore,CCU → BLR,14:20,16:55,2h 35m,non-stop,No info,5618,Business,1,1 Stop(s),2019-01-31 00:00:00,52,0,1,78226.3455570432
Air India,2019-06-27 00:00:00,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 28 Jun,23h,2 stops,No info,13591,First Class,3,3 Stop(s),2019-06-13 00:00:00,14,0,0,76073.2405222428
Multiple carriers,2019-05-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 28 May,15h 30m,1 stop,No info,9508,Economy,2,2 Stop(s),2019-04-24 00:00:00,33,0,0,84243.6113869325
SpiceJet,2019-06-18 00:00:00,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,Business,1,1 Stop(s),2019-06-08 00:00:00,10,0,0,67129.126319772
Jet Airways,2019-04-18 00:00:00,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229,First Class,1,1 Stop(s),2019-04-15 00:00:00,3,1,1,87226.9942177828
Vistara,2019-06-18 00:00:00,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,4668,First Class,1,1 Stop(s),2019-06-01 00:00:00,17,0,0,67186.8567200092
Jet Airways,2019-05-21 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 22 May,20h,1 stop,No info,14388,First Class,2,2 Stop(s),2019-05-19 00:00:00,2,0,0,70908.8880713788
Jet Airways,2019-05-15 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 16 May,17h 5m,1 stop,In-flight meal not included,10844,Economy,2,2 Stop(s),2019-05-02 00:00:00,13,0,0,86882.7389977048
Air India,2019-06-09 00:00:00,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 10 Jun,12h 45m,1 stop,No info,7690,First Class,2,2 Stop(s),2019-05-08 00:00:00,32,0,0,85821.9174976903
Jet Airways,2019-05-21 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 22 May,24h 10m,1 stop,No info,13067,First Class,2,2 Stop(s),2019-04-02 00:00:00,49,0,0,81397.3436166899
SpiceJet,2019-04-03 00:00:00,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965,Business,1,1 Stop(s),2019-02-21 00:00:00,41,0,1,83253.9847008334
Jet Airways,2019-03-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,16:00,18:50 10 Mar,26h 50m,1 stop,No info,16289,Economy,2,2 Stop(s),2019-02-14 00:00:00,23,0,1,67763.3994480005
Air India,2019-05-12 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,20:30,08:55 13 May,12h 25m,1 stop,No info,10203,Business,2,2 Stop(s),2019-04-06 00:00:00,36,1,1,74813.8678909317
Jet Airways,2019-05-06 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,No info,15149,Economy,2,2 Stop(s),2019-04-30 00:00:00,6,0,0,76180.2672574695
Vistara,2019-05-21 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,6h 25m,1 stop,No info,9345,First Class,2,2 Stop(s),2019-03-28 00:00:00,54,0,0,81888.1853501419
SpiceJet,2019-05-18 00:00:00,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,2017,Business,1,1 Stop(s),2019-03-27 00:00:00,52,1,1,69755.4996608024
Vistara,2019-05-15 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16h 15m,1 stop,No info,9345,Business,2,2 Stop(s),2019-03-19 00:00:00,57,0,0,62221.3395520227
Air India,2019-05-06 00:00:00,Kolkata,Banglore,CCU → MAA → BLR,14:35,15:20 07 May,24h 45m,1 stop,No info,6528,Economy,2,2 Stop(s),2019-04-04 00:00:00,32,0,0,76838.3159270849
Multiple carriers,2019-03-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,07:00,13:20,6h 20m,1 stop,No info,15603,Economy,2,2 Stop(s),2019-02-08 00:00:00,23,0,1,80526.9907953647
Jet Airways,2019-06-24 00:00:00,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 25 Jun,21h 40m,2 stops,No info,13376,Business,3,3 Stop(s),2019-04-30 00:00:00,55,0,0,76180.2672574695
SpiceJet,2019-06-27 00:00:00,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,5583,Economy,2,2 Stop(s),2019-06-08 00:00:00,19,0,0,67129.126319772
Jet Airways,2019-06-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 10 Jun,27h,1 stop,In-flight meal not included,10577,Economy,2,2 Stop(s),2019-05-29 00:00:00,11,0,0,61544.3625374997
Air India,2019-05-15 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 16 May,19h 40m,2 stops,No info,10651,Business,3,3 Stop(s),2019-03-24 00:00:00,52,0,0,69926.9407455795
Jet Airways,2019-06-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 13 Jun,14h 35m,1 stop,In-flight meal not included,7594,Economy,2,2 Stop(s),2019-04-19 00:00:00,54,0,0,66863.9449647487
Air Asia,2019-05-01 00:00:00,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1 stop,No info,6857,First Class,2,2 Stop(s),2019-04-06 00:00:00,25,1,1,74813.8678909317
IndiGo,2019-04-27 00:00:00,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4423,Business,1,1 Stop(s),2019-03-22 00:00:00,36,0,1,85893.1027762678
Jet Airways,2019-06-12 00:00:00,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344,Business,3,3 Stop(s),2019-05-28 00:00:00,15,0,0,75080.3706968658
SpiceJet,2019-04-27 00:00:00,Banglore,Delhi,BLR → DEL,21:10,00:05 28 Apr,2h 55m,non-stop,No info,3971,First Class,1,1 Stop(s),2019-03-17 00:00:00,41,0,1,81870.2150412296
Jet Airways,2019-06-24 00:00:00,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,18371,Business,2,2 Stop(s),2019-04-26 00:00:00,59,0,0,86143.8177056315
Jet Airways,2019-03-27 00:00:00,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 29 Mar,33h 15m,2 stops,In-flight meal not included,6643,First Class,3,3 Stop(s),2019-02-03 00:00:00,52,0,1,88466.5661176
Multiple carriers,2019-03-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No info,15077,First Class,2,2 Stop(s),2019-01-06 00:00:00,59,0,1,64679.8356100861
Air India,2019-05-01 00:00:00,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6121,Business,1,1 Stop(s),2019-03-29 00:00:00,33,1,1,79126.7241406564
SpiceJet,2019-03-03 00:00:00,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,non-stop,No info,5755,Economy,1,1 Stop(s),2019-01-26 00:00:00,36,0,1,83555.2788417904
Air India,2019-04-09 00:00:00,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 10 Apr,12h 45m,1 stop,No info,4487,Business,2,2 Stop(s),2019-02-25 00:00:00,43,0,1,87656.2270506935
SpiceJet,2019-05-21 00:00:00,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,5158,First Class,2,2 Stop(s),2019-04-24 00:00:00,27,0,0,84243.6113869325
Jet Airways,2019-05-01 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 02 May,8h 40m,1 stop,In-flight meal not included,8586,Economy,2,2 Stop(s),2019-03-16 00:00:00,46,1,1,81205.7203154285
Air India,2019-06-01 00:00:00,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,3100,Business,1,1 Stop(s),2019-05-03 00:00:00,29,0,0,69540.1042491559
Jet Airways,2019-05-09 00:00:00,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,3210,Business,1,1 Stop(s),2019-04-09 00:00:00,30,0,0,60762.5738023229
Jet Airways,2019-05-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 10 May,17h 20m,1 stop,In-flight meal not included,12373,Economy,2,2 Stop(s),2019-04-04 00:00:00,35,0,0,76838.3159270849
Multiple carriers,2019-03-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,06:40,18:50,12h 10m,1 stop,No info,15135,Economy,2,2 Stop(s),2019-02-12 00:00:00,19,0,1,61031.6556334566
Jet Airways,2019-06-27 00:00:00,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13292,Business,3,3 Stop(s),2019-06-22 00:00:00,5,0,0,75362.7917489784
SpiceJet,2019-06-06 00:00:00,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No info,2017,First Class,1,1 Stop(s),2019-04-29 00:00:00,38,0,0,86776.7699546993
Jet Airways,2019-06-12 00:00:00,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 13 Jun,22h,2 stops,In-flight meal not included,10919,Business,3,3 Stop(s),2019-05-04 00:00:00,39,0,0,63301.5577358303
Vistara,2019-03-06 00:00:00,Mumbai,Hyderabad,BOM → DEL → HYD,21:55,22:55 07 Mar,25h,1 stop,No info,12395,Economy,2,2 Stop(s),2019-02-06 00:00:00,28,0,1,69138.4130752011
SpiceJet,2019-06-21 00:00:00,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,Business,1,1 Stop(s),2019-05-06 00:00:00,46,1,1,72813.2336587877
Jet Airways,2019-05-06 00:00:00,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2228,First Class,1,1 Stop(s),2019-04-28 00:00:00,8,0,0,65597.1017665811
Air India,2019-03-21 00:00:00,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 22 Mar,23h 30m,2 stops,No info,8236,Economy,3,3 Stop(s),2019-02-04 00:00:00,45,1,1,88968.9609922368
Air Asia,2019-06-03 00:00:00,Delhi,Cochin,DEL → BLR → COK,16:45,06:35 04 Jun,13h 50m,1 stop,No info,11410,Economy,2,2 Stop(s),2019-04-13 00:00:00,51,0,0,69430.6794322898
Jet Airways,2019-05-21 00:00:00,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 22 May,13h 30m,2 stops,No info,15129,First Class,3,3 Stop(s),2019-04-06 00:00:00,45,0,0,74813.8678909317
GoAir,2019-06-24 00:00:00,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,3514,First Class,1,1 Stop(s),2019-06-22 00:00:00,2,0,0,75362.7917489784
Jet Airways,2019-06-06 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,13469,Business,2,2 Stop(s),2019-04-14 00:00:00,53,0,0,75257.1207349411
IndiGo,2019-04-09 00:00:00,Banglore,Delhi,BLR → DEL,21:15,00:15 10 Apr,3h,non-stop,No info,3943,Business,1,1 Stop(s),2019-03-19 00:00:00,21,0,1,62221.3395520227
Vistara,2019-03-03 00:00:00,Banglore,New Delhi,BLR → DEL,21:10,00:05 04 Mar,2h 55m,non-stop,No info,7608,Economy,1,1 Stop(s),2019-02-13 00:00:00,18,0,1,87279.6120623635
Air India,2019-05-27 00:00:00,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6961,Business,1,1 Stop(s),2019-05-21 00:00:00,6,0,0,88873.4188482633
Multiple carriers,2019-06-01 00:00:00,Delhi,Cochin,DEL → BOM → COK,09:15,19:00,9h 45m,1 stop,No info,12042,Business,2,2 Stop(s),2019-04-28 00:00:00,34,0,0,65597.1017665811
Jet Airways Business,2019-03-01 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,05:45,12:25,6h 40m,1 stop,Business class,62427,Economy,2,2 Stop(s),2019-02-17 00:00:00,12,1,1,75602.0406353343
Air India,2019-03-09 00:00:00,Banglore,New Delhi,BLR → VGA → HYD → DEL,10:30,21:25,10h 55m,2 stops,No info,9586,Business,3,3 Stop(s),2019-02-13 00:00:00,24,0,1,87279.6120623635
SpiceJet,2019-06-01 00:00:00,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543,First Class,1,1 Stop(s),2019-05-30 00:00:00,2,0,0,68359.3939270983
Jet Airways,2019-06-09 00:00:00,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,12:35 10 Jun,27h 10m,2 stops,No info,13882,Economy,3,3 Stop(s),2019-05-30 00:00:00,10,0,0,68359.3939270983
Jet Airways,2019-05-24 00:00:00,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No info,8781,First Class,2,2 Stop(s),2019-04-21 00:00:00,33,0,0,68692.543587413
Air Asia,2019-06-12 00:00:00,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2 stops,No info,5192,First Class,3,3 Stop(s),2019-04-25 00:00:00,48,0,0,79002.1126953127
IndiGo,2019-03-27 00:00:00,Delhi,Cochin,DEL → HYD → COK,06:40,22:20,15h 40m,1 stop,No info,6442,First Class,2,2 Stop(s),2019-03-06 00:00:00,21,0,1,68428.0352906214
Jet Airways,2019-05-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 07 May,13h 45m,1 stop,No info,15554,Business,2,2 Stop(s),2019-04-11 00:00:00,25,0,0,60942.875570602
Jet Airways,2019-05-21 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 22 May,21h 25m,1 stop,In-flight meal not included,10844,Economy,2,2 Stop(s),2019-04-16 00:00:00,35,0,0,67478.7668744663
IndiGo,2019-04-03 00:00:00,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754,First Class,1,1 Stop(s),2019-02-05 00:00:00,57,0,1,84251.9204434938
Multiple carriers,2019-05-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,14067,Economy,2,2 Stop(s),2019-04-26 00:00:00,25,0,0,86143.8177056315
GoAir,2019-04-27 00:00:00,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,5140,Economy,2,2 Stop(s),2019-04-17 00:00:00,10,0,1,72311.4876910689
IndiGo,2019-05-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 10 May,14h 55m,1 stop,No info,8330,Economy,2,2 Stop(s),2019-04-13 00:00:00,26,0,0,69430.6794322898
Jet Airways,2019-03-03 00:00:00,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678,First Class,1,1 Stop(s),2019-02-03 00:00:00,28,0,1,88466.5661176
Jet Airways,2019-03-12 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,22:55,18:25 13 Mar,19h 30m,1 stop,In-flight meal not included,11087,First Class,2,2 Stop(s),2019-03-09 00:00:00,3,0,1,84065.9094226212
GoAir,2019-03-01 00:00:00,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,non-stop,No info,18558,First Class,1,1 Stop(s),2019-01-30 00:00:00,30,1,1,61393.5123815999
IndiGo,2019-03-01 00:00:00,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,No info,16000,Business,1,1 Stop(s),2019-01-22 00:00:00,38,1,1,64184.8158195613
SpiceJet,2019-05-06 00:00:00,Banglore,Delhi,BLR → DEL,21:10,00:05 07 May,2h 55m,non-stop,No check-in baggage included,3573,First Class,1,1 Stop(s),2019-04-24 00:00:00,12,0,0,84243.6113869325
Multiple carriers,2019-05-15 00:00:00,Delhi,Cochin,DEL → BOM → COK,12:50,01:30 16 May,12h 40m,1 stop,No info,7670,Business,2,2 Stop(s),2019-04-20 00:00:00,25,0,0,62309.3972948638
Jet Airways,2019-06-24 00:00:00,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 25 Jun,19h 55m,2 stops,No info,12819,Economy,3,3 Stop(s),2019-06-06 00:00:00,18,0,0,80164.0664221764
Vistara,2019-05-15 00:00:00,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878,Business,1,1 Stop(s),2019-05-14 00:00:00,1,0,0,70128.4551421088
Jet Airways,2019-06-27 00:00:00,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00 28 Jun,21h 35m,2 stops,In-flight meal not included,11507,First Class,3,3 Stop(s),2019-06-04 00:00:00,23,0,0,89569.513623318
Air Asia,2019-06-06 00:00:00,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5h 30m,1 stop,No info,8759,Business,2,2 Stop(s),2019-04-13 00:00:00,54,0,0,69430.6794322898
Jet Airways,2019-06-12 00:00:00,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 13 Jun,25h 30m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-05-20 00:00:00,23,0,0,89153.4624816288
Air India,2019-05-21 00:00:00,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 22 May,26h 20m,2 stops,No info,10975,Economy,3,3 Stop(s),2019-03-23 00:00:00,59,0,0,78698.9438048267
Jet Airways,2019-06-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 07 Jun,9h 10m,1 stop,In-flight meal not included,10262,First Class,2,2 Stop(s),2019-04-10 00:00:00,57,0,0,63236.7428097991
Multiple carriers,2019-06-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,In-flight meal not included,6007,Business,2,2 Stop(s),2019-05-11 00:00:00,47,0,0,72522.3300944634
IndiGo,2019-03-21 00:00:00,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858,Business,1,1 Stop(s),2019-03-18 00:00:00,3,1,1,83138.1104005784
